Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /events/,1135,0,12,21.21206254591665,5.432030069641769,153.97695905994624,1060.0,39.05772089731198,0.0,12,17,21,26,43,76,120,140,150,150,150
GET,GET /seats/,782,0,15,24.5413540393862,6.354043958708644,154.685233021155,4101.0,26.910253516914512,0.0,15,20,25,30,52,75,130,140,150,150,150
POST,POST /reserve/,869,869,8,15.032420799878862,3.0558770522475243,151.27579495310783,30.0,29.90410525089349,29.90410525089349,8,11,14,16,30,55,110,130,150,150,150
,Aggregated,2786,869,12,20.219024954598037,3.0558770522475243,154.685233021155,1592.3015075376884,95.87207966511998,29.90410525089349,12,16,20,24,42,72,120,140,150,150,150
