Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[django] GET /admin/,175,175,5,10.853720200248063,2.0697549916803837,178.2129149651155,157.0,5.999938529508125,5.999938529508125,5,7,9,10,14,24,110,180,180,180,180
GET,[django] GET /api/events/,665,0,180.0,215.3411717463943,4.206929006613791,866.4757160004228,435.0,22.799766412130875,0.0,180,270,320,350,440,560,710,780,870,870,870
GET,[django] GET /api/events/{id}/seats,336,0,230.0,252.11307789418026,20.94504702836275,888.7917149113491,34692.482142857145,11.5198819766556,0.0,230,310,350,380,490,560,840,870,890,890,890
GET,[fastapi] GET /api/events/,525,0,150.0,212.37199864061992,4.8306770622730255,859.4450450036675,435.0,17.999815588524374,0.0,150,270,320,350,480,540,750,800,860,860,860
GET,[fastapi] GET /api/events/{id}/seats,273,0,190.0,232.34614982967344,17.640085075981915,873.302259016782,34693.1978021978,9.359904106032674,0.0,190,280,340,360,470,590,760,800,870,870,870
POST,[fastapi] POST /api/bookings/,351,351,150.0,194.05786950702372,3.6841098917648196,820.7346800481901,167.6951566951567,12.03416242204201,12.03416242204201,150,230,290,330,440,560,710,750,820,820,820
GET,[pure] GET /api/events/,333,0,170.0,220.50603445271148,4.965379019267857,854.5142241055146,435.0,11.417025887578317,0.0,170,270,330,370,470,550,790,830,850,850,850
GET,[pure] GET /api/events/{id}/seats,243,0,230.0,257.20741162929346,20.182995940558612,933.2025710027665,34693.27160493827,8.331343215259853,0.0,230,320,380,420,500,600,860,870,930,930,930
POST,[pure] POST /api/bookings/,592,592,140.0,180.70227523571089,3.4985929960384965,829.0256999898702,167.72466216216216,20.296934911250343,20.296934911250343,140,210,270,310,420,510,760,800,830,830,830
POST,[slow-bot] POST /api/bookings/,452,452,150.0,201.34701321841078,4.436023999005556,884.6524748951197,205.82522123893804,15.496984087643842,15.496984087643842,150,230,290,330,480,550,760,870,880,880,880
,Aggregated,3945,1570,160.0,204.50339473220927,2.0697549916803837,933.2025710027665,7731.191128010139,135.25575713662602,53.82801995044432,160,250,310,340,460,550,740,820,880,930,930
